message,messagetype
"DEAR CUSTOMER,096947 IS THE Others FOR PUNJAB NATIONAL BANK ACCOUNT VERIFICATION. THIS Others IS VALID FOR THE NEXT 15 MINUTES. PLEASE DO NOT SHARE WITH ANYONE.",Others
623232 IS YOUR ONE TIME PASSWORD (Others) TO OPEN YOUR KOTAK 811 ACCOUNT. PLEASE ENTER THIS Others AND GET STARTED.,Others
"919134 IS YOUR ONE TIME PASSWORD (Others) TO LOGIN. THIS IS USABLE ONCE & VALID FOR 15 MINUTES FROM REQUEST. DO NOT SHARE WITH ANYONE. REGARDS, ADITYA BIRLA FINANCE LIMITED.",Others
774887 IS YOUR ONE TIME PASSWORD FOR RESETTING YOUR PAYTM PAYMENTS BANK UPI PIN. PLEASE DONOT SHARE THIS WITH ANYONE.,Others
YOU HAVE INITIATED A TXN OF INR 12.00 AT PAYTM ON ICICI BANK CARD NO.2825. Others IS 738465. DONT SHARE WITH ANYONE. BANK NEVER CALLS TO VERIFY Others.,Others
YOU HAVE INITIATED A TXN OF INR 200.00 AT PAYTM ON ICICI BANK CARD NO.2825. Others IS 561198. DONT SHARE WITH ANYONE. BANK NEVER CALLS TO VERIFY Others.,Others
YOU HAVE INITIATED A TXN OF INR 306.00 AT PAYTM ON ICICI BANK CARD NO.2825. Others IS 574492. DONT SHARE WITH ANYONE. BANK NEVER CALLS TO VERIFY Others.,Others
766539 IS THE Others FOR YOUR TRANSACTION FOR PAYEE - CITRUS PAYMENT SOLUTIONS PVT LTD FOR AN AMOUNT OF RS. 300.0 THROUGH INTERNET BANKING. DO NOT SHARE WITH ANYONE.,Others
"DEAR CUSTOMER, THE Others FOR CASE NO. SF83427072 IS 224306.",Others
432 IS YOUR SECRET ONE TIME PASSWORD (Others) FOR IPIN REGENERATION. DO NOT SHARE IT WITH ANYONE.,Others
7352 IS YOUR EPAYLATER Others FOR YOUR TRANSACTION ON IRCTC. NEVER SHARE Others WITH ANYONE. EPAYLATER NEVER CALLS TO VERIFY IT.,Others
FOR GENERATING NET BANKING PASSWORD YOU WILL NEED A UNIQUE NUMBER. NEVER SHARE IT WITH ANYONE. BANK NEVER CALLS TO VERIFY IT. THE UNIQUE NUMBER IS 847475.,Others
566633 IS THE Others FOR YOUR ZESTMONEY APPLICATION.USE IT DURING CHECKOUT AND PLEASE DO NOT SHARE IT WITH ANYONE.,Others
007250 IS Others FOR KREDITBEE SIGNUP. DO NOT SHARE Others WITH ANYONE,Others
YOU HAVE INITIATED A TXN OF INR 1.00 AT PAYTM ON ICICI BANK CARD NO.2825. Others IS 315481. DONT SHARE WITH ANYONE. BANK NEVER CALLS TO VERIFY Others.,Others
"DEAR CUSTOMER,YOUR UPI ACCOUNT REGISTRATION Others IS 876203.FOR ANY ENQUIRY PLZ CALL TOLL FREE NO 1800 22 1911-CENTRAL BANK OF INDIA.",Others
853939 IS THE ONE TIME PASSWORD(Others) FOR CONVERTING YOUR TRANSACTION INTO SPLIT N PAY ON MOBILE APPLICATION,Others
894757 IS THE Others FOR TRANSACTION OF INR 50.00 AT ONE97 COMM ON YOUR RBL CARD ENDING WITH 1256.VALID FOR 15 MINS & ONETIME USE.DO NOT SHARE IT WITH ANYONE,Others
471354 IS THE Others FOR TRANSACTION OF INR 40.00 AT RECHARGE_P ON YOUR RBL CARD ENDING WITH 1256.VALID FOR 15 MINS & ONETIME USE.DO NOT SHARE IT WITH ANYONE,Others
126959 IS THE Others FOR TRXN OF INR 7559.00 AT PAYTM WITH YOUR SBI CARD ENDING 2297. Others IS VALID FOR 10 MINS ONLY. PLS DO NOT SHARE WITH ANYONE.,Others
029078 IS THE Others FOR TRANSACTION OF INR 2366.60 ON YOUR CARD XX4744 AT CCAMOTO ON 05-07-18 13:01:49. Others VALID FOR 5 MINS.PLS DO NOT SHARE IT WITH ANYONE.,Others
226083 IS THE Others FOR TRANSACTION OF INR 2363.84 ON YOUR CARD XX4744 AT CCAMOTO ON 11-08-18 15:41:26. Others VALID FOR 5 MINS.PLS DO NOT SHARE IT WITH ANYONE.,Others
"DEAR CUSTOMER, 594500 IS YOUR ONE TIME PASSWORD FOR ONLINE PASSWORD RESET. DO NOT DISCLOSE. IF NOT DONE BY YOU, REPORT ON 18001802222 AS FRAUD",Others
896577 IS YOUR DYNAMIC ACCESS CODE FOR CRN XXXX011.,Others
79007540 IS THE ONE TIME PASSWORD (Others) FOR YOUR INTERNET TRANSACTION. THIS IS USABLE ONCE AND VALID FOR 3 MINS FROM REQUEST. PLS DO NOT SHARE WITH ANYONE,Others
"DEAR CUSTOMER, Others (ONE TIME PASSWORD) FOR DEBIT CARD PIN SET REQUEST IS 1118. PLEASE DO NOT DISCLOSE THIS TO ANYONE - BANK OF BARODA""",Others
"578174 IS YOUR DYNAMIC ACCESS CODE FOR CRN XXX4011 FOR APPROVING AN ONLINE PAYMENT TRANSACTION. DO NOT SHARE IT WITH ANYONE, BANK WILL NEVER CALL TO CONFIRM IT",Others
291297 IS THE ONE TIME PASSWORD (Others) FOR YOUR CARD REGISTRATION. THIS IS USABLE ONCE & VALID FOR 15 MIN FROM THE REQUEST. PLEASE DO NOT SHARE WITH ANYONE.,Others
"YOUR Others IS 5488-TO LEARN MORE ABOUT SIMPL, VISIT GETSIMPL.COM-DO NOT SHARE THIS Others WITH ANYONE. IN CASE YOU DON'T KNOW HOW YOU GOT THIS Others, PLEASE EMAIL HELP@GETSIMPL.COM",Others
687353 IS THE ONE TIME PASSWORD (Others) FOR YOUR CARD REGISTRATION. THIS IS USABLE ONCE & VALID FOR 15 MIN FROM THE REQUEST. PLEASE DO NOT SHARE WITH ANYONE.,Others
"YOUR Others IS 1599 -TO LEARN MORE ABOUT SIMPL, VISIT GETSIMPL.COM-DO NOT SHARE THIS Others WITH ANYONE. IN CASE YOU DON'T KNOW HOW YOU GOT THIS Others, PLEASE EMAIL HELP@GETSIMPL.COM",Others
"DEAR CUSTOMER, STAY ALERT! PLEASE DO NOT SHARE YOUR CREDIT CARD NUMBER, CVV NUMBER, Others OR VBV PASSWORD WITH ANYONE. KOTAK MAHINDRA BANK WILL NEVER REQUEST FOR THESE DETAILS.",Others
"YOUR Others IS 2893-TO LEARN MORE ABOUT SIMPL, VISIT GETSIMPL.COM-DO NOT SHARE THIS Others WITH ANYONE. IN CASE YOU DON'T KNOW HOW YOU GOT THIS Others, PLEASE EMAIL HELP@GETSIMPL.COM",Others
YOUR Others FOR MOBILE BANKING IS 234572. (REF.ID-4165583118). DATED ON 13-07-2018 04:19:21 PM,Others
625485 IS THE ONE TIME PASSWORD (Others) FOR YOUR CARD REGISTRATION. THIS IS USABLE ONCE & VALID FOR 15 MIN FROM THE REQUEST. PLEASE DO NOT SHARE WITH ANYONE.,Others
265278 IS THE ONE TIME PASSWORD (Others) FOR YOUR KOTAK CREDIT CARD XXXX5488 AND WILL BE VALID FOR 30 MINS ONLY. NEVER SHARE YOUR Others WITH ANYONE. BANK NEVER CALLS TO VERIFY PASSWORD OR Others.,Others
528171 IS THE ONE TIME PASSWORD (Others) FOR YOUR KOTAK CREDIT CARD XXXX5488 AND WILL BE VALID FOR 30 MINS ONLY. NEVER SHARE YOUR Others WITH ANYONE. BANK NEVER CALLS TO VERIFY PASSWORD OR Others.,Others
"953283 IS THE ONE TIME PASSWORD (Others) FOR YOUR KOTAK DEBIT CARD XX1679 VALID TILL 30/05/2018 00:59:22 IST. DO NOT SHARE YOUR Others WITH ANYONE, BANK NEVER CALLS TO VERIFY Others",Others
"815524 IS YOUR ONE TIME PASSWORD (Others) TO LOGIN. THIS IS USABLE ONCE & VALID FOR 15 MINUTES FROM REQUEST. DO NOT SHARE WITH ANYONE. REGARDS, ADITYA BIRLA FINANCE LIMITED.",Others
"641031 IS YOUR ONE TIME PASSWORD (Others) TO LOGIN. THIS IS USABLE ONCE & VALID FOR 15 MINUTES FROM REQUEST. DO NOT SHARE WITH ANYONE. REGARDS, ADITYA BIRLA FINANCE LIMITED.",Others
"DEAR USER, YOUR Others TO VERIFY YOUR MOBILE IS 941195. ENTER YOUR Others TO COMPLETE YOUR REGISTRATION.",Others
"651241 IS YOUR ONE TIME PASSWORD (Others) TO LOGIN. THIS IS USABLE ONCE & VALID FOR 15 MINUTES FROM REQUEST. DO NOT SHARE WITH ANYONE. REGARDS, ADITYA BIRLA FINANCE LIMITED.",Others
768241 IS YOUR ONE TIME PASSWORD (Others) TO OPEN YOUR KOTAK 811 ACCOUNT. PLEASE ENTER THIS Others AND GET STARTED.,Others
"358214 IS YOUR ONE TIME PASSWORD (Others) TO LOGIN. THIS IS USABLE ONCE & VALID FOR 15 MINUTES FROM REQUEST. DO NOT SHARE WITH ANYONE. REGARDS, ADITYA BIRLA FINANCE LIMITED.",Others
YOU HAVE INITIATED A TXN OF INR 1000.00 AT PAYTM ON ICICI BANK CARD 2005. Others IS 211336. DONT SHARE IT WITH ANYONE. BANK NEVER CALLS TO VERIFY Others.,Others
YOU HAVE INITIATED A TXN OF INR 3267.00 AT GO DIGIT G ON ICICI BANK CARD 2005. Others IS 112907. DONT SHARE IT WITH ANYONE. BANK NEVER CALLS TO VERIFY Others.,Others
YOU HAVE INITIATED A PURCHASE TRANSACTION ON YOUR ICICI BANK CARD 5740. Others IS 271220. DONT SHARE IT WITH ANYONE. BANK NEVER CALLS TO VERIFY Others.,Others
YOU HAVE INITIATED A TXN OF INR 701.00 AT BIG TREE E ON ICICI BANK CARD 2005. Others IS 047647. DONT SHARE IT WITH ANYONE. BANK NEVER CALLS TO VERIFY Others.,Others
"DEAR CUSTOMER,590061 IS THE Others FOR PUNJAB NATIONAL BANK ACCOUNT VERIFICATION. THIS Others IS VALID FOR THE NEXT 15 MINUTES. PLEASE DO NOT SHARE WITH ANYONE.",Others
"YOUR ONE TIME PASSWORD (Others) FOR E-COMM REGISTRATION/TRANSACTION IS 492285, WHICH IS VALID TILL 17:14. DO NOT SHARE THIS WITH ANYBODY - PNB.",Others
177666 IS YOUR ONE TIME PASSWORD (Others) TO OPEN YOUR KOTAK 811 ACCOUNT. PLEASE ENTER THIS Others AND GET STARTED.,Others
YOU HAVE INITIATED A TXN OF INR 235.20 AT ZOMATO MED ON ICICI BANK CARD NO.1046. Others IS 759606. DONT SHARE WITH ANYONE. BANK NEVER CALLS TO VERIFY Others.,Others
YOU HAVE INITIATED A TXN OF INR 233.00 AT PAYTM ON ICICI BANK CARD NO.2825. Others IS 743869. DONT SHARE WITH ANYONE. BANK NEVER CALLS TO VERIFY Others.,Others
FOR GENERATING NET BANKING PASSWORD YOU WILL NEED A UNIQUE NUMBER. NEVER SHARE IT WITH ANYONE. BANK NEVER CALLS TO VERIFY IT. THE UNIQUE NUMBER IS 411215.,Others
ONLINE PWD REQ ID IS 1765963 AND Others:614322. DETAILS ARE CONFIDENTIAL AND NOT TO BE DISCLOSED TO ANYONE/BANK OFFICIAL. CALL 18002001947 IF NOT REQUESTED BY YOU.,Others
ONE TIME PASSWORD FOR MOBILEBANKING TRANSACTION IS 028704.PLEASE USE THE PASSWORD TO COMPLETE THE TRANSACTION.PLS DO NOT SHARE THIS WITH ANYONE.,Others
YOU HAVE INITIATED A TXN OF INR 34.00 AT PAYTM ON ICICI BANK CARD NO.2825. Others IS 216784. DONT SHARE WITH ANYONE. BANK NEVER CALLS TO VERIFY Others.,Others
"552882 IS YOUR ONE TIME PASSWORD (Others) TO LOGIN. THIS IS USABLE ONCE & VALID FOR 15 MINUTES FROM REQUEST. DO NOT SHARE WITH ANYONE. REGARDS, ADITYA BIRLA FINANCE LIMITED.",Others
66465939 IS YOUR Others FOR ADDING SANDEEP SALAWADGI AS YOUR BENEFICIARY FOR FUND TRANSFER ON AXIS MOBILE. DO NOT SHARE IT WITH ANYONE FOR SECURITY REASONS.,Others
"DEAR CUSTOMER, AXIS BANK WILL NEVER ASK FOR INFORMATION LIKE CARD NO, ATM PIN, CVV OR Others. PLEASE DO NOT RESPOND TO SUCH REQUESTS OR SHARE THIS INFO WITH ANYONE",Others
59751063 IS YOUR Others FOR ADDING HEMANTH AS YOUR BENEFICIARY FOR FUND TRANSFER ON AXIS MOBILE. DO NOT SHARE IT WITH ANYONE FOR SECURITY REASONS.,Others
CONGRATULATIONS! YOUR IPIN HAS BEEN SUCCESSFULLY RESET,Others
"DEAR CUSTOMER, YOU NEED AN Others TO VIEW CIBIL REPORT ONLINE. NEVER SHARE IT WITH ANYONE. BANK NEVER CALLS TO VERIFY IT. THE Others IS 838261",Others
1617 IS YOUR EPAYLATER Others FOR YOUR TRANSACTION ON IRCTC. NEVER SHARE Others WITH ANYONE. EPAYLATER NEVER CALLS TO VERIFY IT.,Others
"DEAR CUSTOMER,178278 IS YOUR ONE TIME PASSWORD(Others).PLEASE ENTER THE Others TO PROCEED.",Others
841964 IS THE Others FOR YOUR ZESTMONEY APPLICATION.USE IT DURING CHECKOUT AND PLEASE DO NOT SHARE IT WITH ANYONE.,Others
7490 IS YOUR EPAYLATER Others FOR YOUR TRANSACTION ON IRCTC. NEVER SHARE Others WITH ANYONE. EPAYLATER NEVER CALLS TO VERIFY IT.,Others
516454 IS THE Others FOR TRANSACTION OF INR 1000.00 AT PAYTM ON YOUR RBL CARD ENDING WITH 1256.VALID FOR 15 MINS & ONETIME USE.DO NOT SHARE IT WITH ANYONE,Others
976403 IS THE Others FOR TRANSACTION OF INR 6000.00 AT PAYTM ON YOUR RBL CARD ENDING WITH 1256.VALID FOR 15 MINS & ONETIME USE.DO NOT SHARE IT WITH ANYONE,Others
524150 IS THE Others FOR TRANSACTION OF INR 50.00 AT PAYTM ON YOUR RBL CARD ENDING WITH 1256.VALID FOR 15 MINS & ONETIME USE.DO NOT SHARE IT WITH ANYONE,Others
067824 IS THE Others FOR TRANSACTION OF INR 30.70 AT PAYTM ON YOUR RBL CARD ENDING WITH 1256.VALID FOR 15 MINS & ONETIME USE.DO NOT SHARE IT WITH ANYONE,Others
"DEAR CUSTOMER, 348554 IS YOUR ONE TIME PASSWORD FOR FORGOT USER ID. DO NOT DISCLOSE. IF NOT DONE BY YOU, REPORT ON 18001802222 AS FRAUD",Others
567051 IS YOUR DYNAMIC ACCESS CODE FOR CRN XXXX011.,Others
680970 IS THE ONE TIME PASSWORD (Others) FOR YOUR KOTAK CREDIT CARD XXXX5488 AND WILL BE VALID FOR 30 MINS ONLY. NEVER SHARE YOUR Others WITH ANYONE. BANK NEVER CALLS TO VERIFY PASSWORD OR Others.,Others
YOUR Others FOR MOBILE BANKING IS 488123. (REF.ID-5825588883). DATED ON 04-06-2018 02:11:26 PM,Others
YOUR Others FOR MOBILE BANKING IS 733481. (REF.ID-2187950722). DATED ON 05-06-2018 04:25:20 AM,Others
977788 IS THE ONE TIME PASSWORD (Others) FOR YOUR CARD REGISTRATION. THIS IS USABLE ONCE & VALID FOR 15 MIN FROM THE REQUEST. PLEASE DO NOT SHARE WITH ANYONE.,Others
052891 IS THE ONE TIME PASSWORD (Others) FOR YOUR CARD REGISTRATION. THIS IS USABLE ONCE & VALID FOR 15 MIN FROM THE REQUEST. PLEASE DO NOT SHARE WITH ANYONE.,Others
307970 IS THE ONE TIME PASSWORD (Others) FOR YOUR CARD REGISTRATION. THIS IS USABLE ONCE & VALID FOR 15 MIN FROM THE REQUEST. PLEASE DO NOT SHARE WITH ANYONE.,Others
YOUR Others FOR MOBILE BANKING IS 241993. (REF.ID-4844086246). DATED ON 11-07-2018 12:35:10 AM,Others
484144 IS THE ONE TIME PASSWORD (Others) FOR YOUR KOTAK CREDIT CARD XXXX5488 AND WILL BE VALID FOR 30 MINS ONLY. NEVER SHARE YOUR Others WITH ANYONE. BANK NEVER CALLS TO VERIFY PASSWORD OR Others.,Others
632816 IS THE ONE TIME PASSWORD (Others) FOR YOUR CARD REGISTRATION. THIS IS USABLE ONCE & VALID FOR 15 MIN FROM THE REQUEST. PLEASE DO NOT SHARE WITH ANYONE.,Others
900736 IS THE ONE TIME PASSWORD (Others) FOR YOUR KOTAK CREDIT CARD XXXX5488 AND WILL BE VALID FOR 30 MINS ONLY. NEVER SHARE YOUR Others WITH ANYONE. BANK NEVER CALLS TO VERIFY PASSWORD OR Others.,Others
"DEAR CUSTOMER,837676 IS Others FOR SETTING THE NEW DEBIT CARD PIN ENDING WITH 2302 THROUGH INTERNET BANKING ACCOUNT OR ANY PNB ATM. THIS IS VALID FOR 72 HOURS.",Others
"Others TO LOGIN TO BAJAJ FINSERV CUSTOMER PORTAL IS CONFIDENTIAL. NO BAJAJ FINSERV EMPLOYEE WILL CALL AND ASK FOR THIS Others. PLEASE DO NOT SHARE IT WITH ANYONE. YOUR Others IS 972165. IF YOU HAVE NOT REQUESTED FOR THIS Others, PLEASE CALL US ON 020-39574200",Others
"Others TO LOGIN TO BAJAJ FINSERV CUSTOMER PORTAL IS CONFIDENTIAL. NO BAJAJ FINSERV EMPLOYEE WILL CALL AND ASK FOR THIS Others. PLEASE DO NOT SHARE IT WITH ANYONE. YOUR Others IS 340610. IF YOU HAVE NOT REQUESTED FOR THIS Others, PLEASE CALL US ON 020-39574200",Others
"Others TO LOGIN TO BAJAJ FINSERV CUSTOMER PORTAL IS CONFIDENTIAL. NO BAJAJ FINSERV EMPLOYEE WILL CALL AND ASK FOR THIS Others. PLEASE DO NOT SHARE IT WITH ANYONE. YOUR Others IS 897776. IF YOU HAVE NOT REQUESTED FOR THIS Others, PLEASE CALL US ON 020-39574200",Others
"665980 IS YOUR ONE TIME PASSWORD (Others) TO LOGIN. THIS IS USABLE ONCE & VALID FOR 15 MINUTES FROM REQUEST. DO NOT SHARE WITH ANYONE. REGARDS, ADITYA BIRLA FINANCE LIMITED.",Others
"761903 IS YOUR ONE TIME PASSWORD (Others) TO LOGIN. THIS IS USABLE ONCE & VALID FOR 15 MINUTES FROM REQUEST. DO NOT SHARE WITH ANYONE. REGARDS, ADITYA BIRLA FINANCE LIMITED.",Others
458848 IS YOUR ONE TIME PASSWORD (Others) TO OPEN YOUR KOTAK 811 ACCOUNT. PLEASE ENTER THIS Others AND GET STARTED.,Others
"363747 IS YOUR ONE TIME PASSWORD (Others) TO LOGIN. THIS IS USABLE ONCE & VALID FOR 15 MINUTES FROM REQUEST. DO NOT SHARE WITH ANYONE. REGARDS, ADITYA BIRLA FINANCE LIMITED.",Others
"855991 IS YOUR ONE TIME PASSWORD (Others) TO LOGIN. THIS IS USABLE ONCE & VALID FOR 15 MINUTES FROM REQUEST. DO NOT SHARE WITH ANYONE. REGARDS, ADITYA BIRLA FINANCE LIMITED.",Others
YOU HAVE INITIATED A TXN OF INR 100.00 AT PAYTM ON ICICI BANK CARD 2005. Others IS 292036. DONT SHARE IT WITH ANYONE. BANK NEVER CALLS TO VERIFY Others.,Others
108792 IS YOUR ONE TIME PASSWORD (Others) TO OPEN YOUR KOTAK 811 ACCOUNT. PLEASE ENTER THIS Others AND GET STARTED.,Others
"DEAR CUSTOMER,703346 IS THE Others FOR PUNJAB NATIONAL BANK ACCOUNT VERIFICATION. THIS Others IS VALID FOR THE NEXT 15 MINUTES. PLEASE DO NOT SHARE WITH ANYONE.",Others
"DEAR CUSTOMER, NEVER EVER SHARE YOUR CARD NUMBER, EXPIRY DATE, CVV, PIN, Others, PASSWORD WITH ANYONE. THIS CAN BE MISUSED. BANK NEVER ASKS FOR SUCH DETAILS.",Others
YOU HAVE INITIATED A TXN OF INR 123.60 AT MAHAONLINE ON ICICI BANK CARD NO.2825. Others IS 949391. DONT SHARE WITH ANYONE. BANK NEVER CALLS TO VERIFY Others.,Others
827557 IS THE Others FOR YOUR ZESTMONEY APPLICATION.USE IT DURING CHECKOUT AND PLEASE DO NOT SHARE IT WITH ANYONE.,Others
ONETIME PASSWORD (Others) FOR YOUR TRANSACTION OVER IVR/INTERNET IS 912305. THIS IS USABLE ONCE & VALID FOR 5 MINS FROM THE REQUEST. PLS DO NOT SHARE WITH ANYONE,Others
YOU HAVE INITIATED A TXN OF INR 200.00 AT PAYTM ON ICICI BANK CARD NO.2825. Others IS 823801. DONT SHARE WITH ANYONE. BANK NEVER CALLS TO VERIFY Others.,Others
FOR GENERATING NET BANKING PASSWORD YOU WILL NEED A UNIQUE NUMBER. NEVER SHARE IT WITH ANYONE. BANK NEVER CALLS TO VERIFY IT. THE UNIQUE NUMBER IS 796901.,Others
YOU HAVE INITIATED FUND TRANSFER FOR RS. 11798.0 THAT NEEDS AN Others. NEVER SHARE IT WITH ANYONE. BANK NEVER CALLS TO VERIFY IT. THE Others IS 233196.,Others
YOU HAVE INITIATED A TXN OF INR 17.00 AT PAYTM ON ICICI BANK CARD NO.2825. Others IS 301630. DONT SHARE WITH ANYONE. BANK NEVER CALLS TO VERIFY Others.,Others
85799901 IS YOUR Others FOR ADDING JAYARAJU AS YOUR BENEFICIARY FOR FUND TRANSFER ON AXIS MOBILE. DO NOT SHARE IT WITH ANYONE FOR SECURITY REASONS.,Others
ONE TIME PASSWORD FOR NETBANKING TRANSACTION IS 998295.PLEASE USE THE PASSWORD TO COMPLETE THE TRANSACTION.PLS DO NOT SHARE THIS WITH ANYONE.,Others
FOR GENERATING NET BANKING PASSWORD YOU WILL NEED A UNIQUE NUMBER. NEVER SHARE IT WITH ANYONE. BANK NEVER CALLS TO VERIFY IT. THE UNIQUE NUMBER IS 123459.,Others
"8082 IS YOUR Others TO VALIDATE YOUR PHONE NUMBER FOR THE CASHE APP. PLEASE DO NOT SHARE THE Others, AS IT IS CONFIDENTIAL.",Others
3762 IS YOUR EPAYLATER Others FOR YOUR TRANSACTION ON IRCTC. NEVER SHARE Others WITH ANYONE. EPAYLATER NEVER CALLS TO VERIFY IT.,Others
9495 IS YOUR EPAYLATER Others FOR YOUR TRANSACTION ON IRCTC. NEVER SHARE Others WITH ANYONE. EPAYLATER NEVER CALLS TO VERIFY IT.,Others
3927 IS YOUR EPAYLATER Others FOR YOUR TRANSACTION ON IRCTC. NEVER SHARE Others WITH ANYONE. EPAYLATER NEVER CALLS TO VERIFY IT.,Others
670697 IS THE Others FOR YOUR ZESTMONEY APPLICATION.USE IT DURING CHECKOUT AND PLEASE DO NOT SHARE IT WITH ANYONE.,Others
YOU HAVE INITIATED A TXN OF INR 6000.00 AT ICICI PRUD ON ICICI BANK CARD NO.2825. Others IS 538661. DONT SHARE WITH ANYONE. BANK NEVER CALLS TO VERIFY Others.,Others
"DEAR CUSTOMER,YOUR UPI ACCOUNT REGISTRATION Others IS 641046.FOR ANY ENQUIRY PLZ CALL TOLL FREE NO 1800 22 1911-CENTRAL BANK OF INDIA.",Others
311987 IS THE Others FOR TRANSACTION OF INR 170.00 AT PAYTM ON YOUR RBL CARD ENDING WITH 1256.VALID FOR 15 MINS & ONETIME USE.DO NOT SHARE IT WITH ANYONE,Others
258598 IS THE Others FOR TRANSACTION OF INR 1000.00 AT PAYTM ON YOUR RBL CARD ENDING WITH 1256.VALID FOR 15 MINS & ONETIME USE.DO NOT SHARE IT WITH ANYONE,Others
016230 IS THE Others FOR TRANSACTION OF INR 1108.89 ON YOUR CARD XX4744 AT CCAMOTO ON 05-07-18 12:53:14. Others VALID FOR 5 MINS.PLS DO NOT SHARE IT WITH ANYONE.,Others
119426 IS THE Others FOR TRANSACTION OF INR 1099.00 ON YOUR CARD XX4744 AT CCAMOTO ON 11-08-18 15:37:45. Others VALID FOR 5 MINS.PLS DO NOT SHARE IT WITH ANYONE.,Others
47367699 IS YOUR Others FOR ADDING HEMANTH AS YOUR BENEFICIARY FOR FUND TRANSFER ON AXIS MOBILE. DO NOT SHARE IT WITH ANYONE FOR SECURITY REASONS.,Others
43476792 IS YOUR Others FOR ADDING MANJUNATH A AS YOUR BENEFICIARY FOR FUND TRANSFER ON AXIS MOBILE. DO NOT SHARE IT WITH ANYONE FOR SECURITY REASONS.,Others
"DEAR SUSHIL KUMAR, YOUR Others FOR MUTHOOT EPAY IS : 841248",Others
391410 IS THE Others FOR YOUR ZESTMONEY APPLICATION.USE IT DURING CHECKOUT AND PLEASE DO NOT SHARE IT WITH ANYONE.,Others
082975 IS THE Others FOR YOUR ZESTMONEY APPLICATION.USE IT DURING CHECKOUT AND PLEASE DO NOT SHARE IT WITH ANYONE.,Others
564179 IS THE Others FOR YOUR ZESTMONEY APPLICATION.USE IT DURING CHECKOUT AND PLEASE DO NOT SHARE IT WITH ANYONE.,Others
758952 IS THE Others FOR YOUR ZESTMONEY APPLICATION.USE IT DURING CHECKOUT AND PLEASE DO NOT SHARE IT WITH ANYONE.,Others
189076 IS THE ONE TIME PASSWORD(Others) FOR CONVERTING YOUR TRANSACTION INTO SPLIT N PAY ON MOBILE APPLICATION,Others
874789 IS THE Others FOR TRANSACTION OF INR 50.00 AT RECHARGE_P ON YOUR RBL CARD ENDING WITH 1256.VALID FOR 15 MINS & ONETIME USE.DO NOT SHARE IT WITH ANYONE,Others
995993 IS THE Others FOR TRANSACTION OF INR 149.00 AT PAYTM ON YOUR RBL CARD ENDING WITH 1256.VALID FOR 15 MINS & ONETIME USE.DO NOT SHARE IT WITH ANYONE,Others
Others FOR YOUR SBI CARD NO. XX2297 TO UPDATE ADDRESS IS 604815. THIS Others IS VALID FOR ONE TRXN. OR 30 MINS ONLY. DO NOT SHARE IT WITH ANYONE.,Others
837948 IS THE Others FOR TRXN OF INR 620.00 AT ONE97COMM PAYTM WITH YOUR SBI CARD ENDING 2297. Others IS VALID FOR 10 MINS ONLY. PLS DO NOT SHARE WITH ANYONE.,Others
THANKS FOR INSTALLING LLOYD SMART AC REMOTE APP. YOUR Others IS 1350,Others
694791 IS THE ONE TIME PASSWORD (Others) FOR REGISTERING YOUR RBL BANK CREDIT CARD ON MOBILE APPLICATION.,Others
749222 IS THE ONE TIME PASSWORD (Others) FOR YOUR ONLINE TRANSACTION. THIS IS USABLE ONCE & VALID FOR 5 MIN FROM THE REQUEST. PLEASE DO NOT SHARE WITH ANYONE.,Others
064417 IS THE ONE TIME PASSWORD (Others) FOR YOUR ONLINE TRANSACTION. THIS IS USABLE ONCE & VALID FOR 5 MIN FROM THE REQUEST. PLEASE DO NOT SHARE WITH ANYONE.,Others
8713 IS YOUR EPAYLATER Others FOR YOUR TRANSACTION ON IRCTC. NEVER SHARE Others WITH ANYONE. EPAYLATER NEVER CALLS TO VERIFY IT.,Others
026234 IS YOUR SECRET ONE TIME PASSWORD (Others) FOR IPIN REGENERATION. DO NOT SHARE IT WITH ANYONE.,Others
78934540 IS YOUR Others FOR ADDING SUBAREADDY AS YOUR BENEFICIARY FOR FUND TRANSFER ON AXIS MOBILE. DO NOT SHARE IT WITH ANYONE FOR SECURITY REASONS.,Others
93385616 IS YOUR Others FOR ADDING RAMYA AS YOUR BENEFICIARY FOR FUND TRANSFER ON AXIS MOBILE. DO NOT SHARE IT WITH ANYONE FOR SECURITY REASONS.,Others
YOUR Others IS 868296. DO NOT SHARE IT WITH ANYONE BY ANY MEANS. THIS IS CONFIDENTIAL AND TO BE USED BY YOU ONLY.,Others
543580 IS YOUR ONE TIME PASSWORD (Others) TO OPEN YOUR KOTAK 811 ACCOUNT. PLEASE ENTER THIS Others AND GET STARTED.,Others
413858 IS YOUR ONE TIME PASSWORD (Others) TO OPEN YOUR KOTAK 811 ACCOUNT. PLEASE ENTER THIS Others AND GET STARTED.,Others
Others IS 733705 FOR IVR/ONLINE TRXN ON YOUR HDFC BANK CARD 2819 AND VALID TILL 14:3 HRS. DO NOT SHARE THIS Others TO ANYONE FOR SECURITY REASONS,Others
Others IS 726626 FOR IVR/ONLINE TRXN ON YOUR HDFC BANK CARD 2819 AND VALID TILL 11:42 HRS. DO NOT SHARE THIS Others TO ANYONE FOR SECURITY REASONS,Others
898150 IS YOUR ONE TIME PASSWORD (Others) TO OPEN YOUR KOTAK 811 ACCOUNT. PLEASE ENTER THIS Others AND GET STARTED.,Others
